,competition,date,match,team,pos,pos_role,player,match_id,original_rating
5001,World Cup 2018,2018-07-03,"Colombia - England, 1 - 1",England,Sub,Sub,Danny Rose,7585,6.045
5006,World Cup 2018,2018-07-03,"Colombia - England, 1 - 1",England,Sub,Sub,Eric Dier,7585,5.146666666666667
5011,World Cup 2018,2018-07-03,"Colombia - England, 1 - 1",England,Sub,Sub,Jamie Vardy,7585,5.656666666666666
5015,World Cup 2018,2018-07-03,"Colombia - England, 1 - 1",England,Sub,Sub,Marcus Rashford,7585,6.43
5021,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,DF,DC,Andreas Granqvist,7586,5.745
5026,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,DF,DC,Victor Nilsson Lindelöf,7586,5.8825
5030,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,DF,DL,Ludwig Augustinsson,7586,5.7875
5035,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,DF,DR,Mikael Lustig,7586,6.0525
5039,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,FW,FW,Marcus Berg,7586,5.4925
5044,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,FW,FW,Ola Toivonen,7586,5.9175
5049,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,GK,GK,Robin Olsen,7586,6.155
5054,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,MF,MC,Albin Ekdal,7586,5.4325
5059,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,MF,MC,Gustav Svensson,7586,5.73
5062,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,MF,ML,Emil Peter Forsberg,7586,6.225
5067,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,MF,MR,Viktor Claesson,7586,6.2625
5072,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,Sub,Sub,Emil Krafth,7586,6.07
5074,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,Sub,Sub,Isaac Kiese Thelin,7586,5.99
5077,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Sweden,Sub,Sub,Martin Olsson,7586,6.005
5079,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,DF,DC,Johan Danon Djourou-Gbadjere,7586,5.9525
5080,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,DF,DC,Manuel Obafemi Akanji,7586,5.91
5084,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,DF,DL,Ricardo Iván Rodríguez Araya,7586,6.3774999999999995
5088,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,DF,DR,Michael Lang,7586,5.1425
5089,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,FW,FW,Josip Drmic,7586,5.695
5091,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,GK,GK,Yann Sommer,7586,5.47
5095,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,MF,AMC,Blerim Džemaili,7586,5.535
5099,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,MF,AML,Steven Zuber,7586,5.6325
5102,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,MF,AMR,Xherdan Shaqiri,7586,5.7825
5106,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,MF,DMC,Granit Xhaka,7586,5.955
5110,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,MF,DMC,Valon Behrami,7586,5.8425
5114,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,Sub,Sub,Breel-Donald Embolo,7586,6.15
5117,World Cup 2018,2018-07-03,"Sweden - Switzerland, 1 - 0",Switzerland,Sub,Sub,Haris Seferović,7586,6.145
5120,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,DF,DC,Toby Alderweireld,8650,6.0175
5126,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,DF,DC,Vincent Kompany,8650,6.51
5131,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,DF,DL,Jan Vertonghen,8650,6.195
5137,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,DF,DR,Thomas Meunier,8650,6.1125
5142,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,FW,FW,Kevin De Bruyne,8650,6.5175
5148,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,FW,FWL,Eden Hazard,8650,6.88
5153,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,FW,FWR,Romelu Lukaku Menama,8650,5.97
5159,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,GK,GK,Thibaut Courtois,8650,6.4425
5166,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,MF,MC,Axel Witsel,8650,5.825
5172,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,MF,MC,Marouane Fellaini-Bakkioui,8650,6.035
5177,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,MF,MC,Nacer Chadli,8650,5.6975
5183,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,Sub,Sub,Thomas Vermaelen,8650,6.0
5186,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Belgium,Sub,Sub,Youri Tielemans,8650,5.94
5190,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,DF,DC,João Miranda de Souza Filho,8650,5.8774999999999995
5195,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,DF,DC,Thiago Emiliano da Silva,8650,5.7025
5200,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,DF,DL,Marcos Aoás Corrêa,8650,6.505
5204,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,DF,DR,Fágner Conserva Lemos,8650,5.465
5208,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,FW,FW,Gabriel Fernando de Jesus,8650,5.4325
5213,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,FW,FWL,Neymar da Silva Santos Junior,8650,5.7025
5218,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,FW,FWR,Willian Borges da Silva,8650,5.785
5223,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,GK,GK,Alisson Ramsés Becker,8650,5.2375
5228,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,MF,MC,Fernando Luiz Rosa,8650,5.3875
5233,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,MF,MC,Philippe Coutinho Correia,8650,5.645
5238,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,MF,MC,Philippe Coutinho Correia,8650,6.2075
5243,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,Sub,Sub,Douglas Costa de Souza,8650,6.16
5245,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,Sub,Sub,Renato Soares de Oliveira Augusto,8650,6.98
5248,World Cup 2018,2018-07-06,"Brazil - Belgium, 1 - 2",Brazil,Sub,Sub,Roberto Firmino Barbosa de Oliveira,8650,5.823333333333333
5252,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,DF,DC,Raphaël Varane,8649,6.2975
5259,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,DF,DC,Samuel Yves Umtiti,8649,5.7225
5265,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,DF,DL,Lucas Hernández Pi,8649,5.915
5272,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,DF,DR,Benjamin Pavard,8649,6.3625
5278,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,FW,FW,Olivier Giroud,8649,6.385
5285,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,GK,GK,Hugo Lloris,8649,6.1875
5291,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,MF,AMC,Antoine Griezmann,8649,6.8825
5298,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,MF,AML,Corentin Tolisso,8649,6.2575
5303,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,MF,AMR,Kylian Mbappé Lottin,8649,6.3525
5310,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,MF,DMC,N''Golo Kanté,8649,5.99
5317,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,MF,DMC,Paul Pogba,8649,6.1025
5323,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,Sub,Sub,Nabil Fekir,8649,5.95
5329,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,Sub,Sub,Ousmane Dembélé,8649,6.06
5333,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",France,Sub,Sub,Steve Mandanda,8649,6.1899999999999995
5336,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,DF,DC,Diego Roberto Godín Leal,8649,5.485
5341,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,DF,DC,José María Giménez de Vargas,8649,5.48
5345,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,DF,DL,Diego Sebastián Laxalt Suárez,8649,5.255
5349,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,DF,DR,José Martín Cáceres Silva,8649,5.69
5354,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,FW,FW,Cristhian Ricardo Stuani Curbelo,8649,5.67
5356,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,FW,FW,Luis Alberto Suárez Díaz,8649,6.075
5361,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,GK,GK,Néstor Fernando Muslera Micol,8649,5.105
5366,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,MF,AMC,Rodrigo Bentancur Colmán,8649,5.7125
5371,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,MF,DMC,Lucas Torreira Di Pascua,8649,6.11
5376,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,MF,MC,Matías Vecino Falero,8649,5.5125
5381,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,MF,MC,Nahitan Michel Nández Acosta,8649,5.835
5386,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,Sub,Sub,Cristian Gabriel Rodríguez Barrotti,8649,5.273333333333333
5391,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,Sub,Sub,Jonathan Matías Urretaviscaya da Luz,8649,6.0600000000000005
5392,World Cup 2018,2018-07-06,"Uruguay - France, 0 - 2",Uruguay,Sub,Sub,Maximiliano Gómez González,8649,5.7
5394,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,DF,DC,Harry Maguire,8651,6.8675
5401,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,DF,DC,John Stones,8651,6.0375
5408,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,DF,DC,Kyle Walker,8651,6.2975
5413,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,FW,FW,Harry Kane,8651,6.2125
5419,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,FW,FW,Raheem Sterling,8651,5.995
5425,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,GK,GK,Jordan Pickford,8651,6.395
5432,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,MF,DMC,Jordan Brian Henderson,8651,5.95
5437,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,MF,MC,Bamidele Alli,8651,6.15
5442,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,MF,MC,Jesse Lingard,8651,6.475
5448,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,MF,ML,Ashley Young,8651,6.18
5453,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,MF,MR,Kieran Trippier,8651,6.3625
5459,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,Sub,Sub,Eric Dier,8651,6.27
5464,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,Sub,Sub,Fabian Delph,8651,6.2
5468,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",England,Sub,Sub,Marcus Rashford,8651,5.99
5474,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,DF,DC,Andreas Granqvist,8651,5.8025
5479,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,DF,DC,Victor Nilsson Lindelöf,8651,4.9375
5483,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,DF,DL,Ludwig Augustinsson,8651,5.495
5488,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,DF,DR,Emil Krafth,8651,5.6875
5490,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,FW,FW,Marcus Berg,8651,5.6075
5495,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,FW,FW,Ola Toivonen,8651,5.455
5500,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,GK,GK,Robin Olsen,8651,5.3025
5505,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,MF,MC,Albin Ekdal,8651,5.495
5510,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,MF,MC,Sebastian Larsson,8651,5.4325
5514,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,MF,ML,Emil Peter Forsberg,8651,5.51
5519,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,MF,MR,Viktor Claesson,8651,5.71
5524,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,Sub,Sub,John Guidetti,8651,5.505
5526,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,Sub,Sub,Martin Olsson,8651,5.59
5528,World Cup 2018,2018-07-07,"Sweden - England, 0 - 2",Sweden,Sub,Sub,Pontus Jansson,8651,6.16
5530,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,DF,DC,Toby Alderweireld,8655,5.9425
5536,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,DF,DC,Vincent Kompany,8655,5.555
5541,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,DF,DL,Jan Vertonghen,8655,5.5
5547,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,DF,DR,Nacer Chadli,8655,5.4425
5553,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,FW,FW,Romelu Lukaku Menama,8655,5.65
5559,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,GK,GK,Thibaut Courtois,8655,5.8775
5566,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,MF,AMC,Marouane Fellaini-Bakkioui,8655,5.415
5571,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,MF,AML,Eden Hazard,8655,6.325
5576,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,MF,AMR,Kevin De Bruyne,8655,6.005
5582,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,MF,DMC,Axel Witsel,8655,5.4225
5588,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,MF,DMC,Mousa Sidi Yaya Dembélé,8655,5.455
5592,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,Sub,Sub,Dries Mertens,8655,5.5633333333333335
5598,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",Belgium,Sub,Sub,Yannick Ferreira Carrasco,8655,5.49
5602,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,DF,DC,Raphaël Varane,8655,6.145
5609,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,DF,DC,Samuel Yves Umtiti,8655,6.39
5615,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,DF,DL,Lucas Hernández Pi,8655,5.84
5622,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,DF,DR,Benjamin Pavard,8655,5.8775
5628,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,FW,FW,Olivier Giroud,8655,5.797499999999999
5635,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,GK,GK,Hugo Lloris,8655,6.297499999999999
5641,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,MF,AMC,Antoine Griezmann,8655,6.1075
5648,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,MF,AML,Blaise Matuidi,8655,6.47
5653,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,MF,AMR,Kylian Mbappé Lottin,8655,6.4175
5660,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,MF,DMC,N''Golo Kanté,8655,5.7524999999999995
5667,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,MF,DMC,Paul Pogba,8655,6.4475
5673,World Cup 2018,2018-07-10,"France - Belgium, 1 - 0",France,Sub,Sub,Corentin Tolisso,8655,5.609999999999999
5678,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,DF,DC,Dejan Lovren,8656,6.025
5684,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,DF,DC,Domagoj Vida,8656,5.93
5689,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,DF,DL,Ivan Strinić,8656,5.74
5694,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,DF,DR,Šime Vrsaljko,8656,5.84
5699,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,FW,FW,Mario Mandžukić,8656,6.3775
5704,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,GK,GK,Danijel Subašić,8656,5.7625
5709,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,MF,DMC,Marcelo Brozović,8656,6.109999999999999
5714,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,MF,MC,Ivan Rakitić,8656,5.4825
5720,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,MF,MC,Luka Modrić,8656,5.875
5726,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,MF,ML,Ivan Perišić,8656,6.9
5732,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,MF,MR,Ante Rebić,8656,6.0125
5737,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,Sub,Sub,Andrej Kramarić,8656,5.615
5743,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,Sub,Sub,Josip Pivarić,8656,5.859999999999999
5746,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",Croatia,Sub,Sub,Luka Modrić,8656,6.3
5749,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,DF,DC,Harry Maguire,8656,5.9775
5756,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,DF,DC,John Stones,8656,6.1275
5763,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,DF,DC,Kyle Walker,8656,6.765
5768,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,FW,FW,Harry Kane,8656,6.029999999999999
5774,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,FW,FW,Raheem Sterling,8656,5.87
5780,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,GK,GK,Jordan Pickford,8656,6.0925
5787,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,MF,DMC,Jordan Brian Henderson,8656,5.74
5792,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,MF,MC,Bamidele Alli,8656,5.7225
5797,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,MF,MC,Jesse Lingard,8656,5.475
5803,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,MF,ML,Ashley Young,8656,5.425
5808,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,MF,MR,Kieran Trippier,8656,6.7725
5814,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,Sub,Sub,Danny Rose,8656,4.993333333333333
5819,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,Sub,Sub,Eric Dier,8656,5.615
5824,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,Sub,Sub,Jamie Vardy,8656,6.04
5828,World Cup 2018,2018-07-11,"Croatia - England, 2 - 1",England,Sub,Sub,Marcus Rashford,8656,5.3133333333333335
5834,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,DF,DC,Jan Vertonghen,8657,5.9375
5840,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,DF,DC,Toby Alderweireld,8657,6.1625
5846,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,DF,DC,Vincent Kompany,8657,5.7125
5851,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,FW,FW,Romelu Lukaku Menama,8657,5.325
5857,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,GK,GK,Thibaut Courtois,8657,6.3875
5864,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,MF,AMC,Eden Hazard,8657,6.73
5869,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,MF,AMC,Kevin De Bruyne,8657,6.545
5875,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,MF,DML,Nacer Chadli,8657,5.63
5881,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,MF,DMR,Thomas Meunier,8657,6.085
5886,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,MF,MC,Axel Witsel,8657,5.7675
5892,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,MF,MC,Youri Tielemans,8657,6.2375
5896,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,Sub,Sub,Dries Mertens,8657,5.596666666666667
5902,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,Sub,Sub,Mousa Sidi Yaya Dembélé,8657,6.165
5906,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",Belgium,Sub,Sub,Thomas Vermaelen,8657,5.44
5909,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,DF,DC,Harry Maguire,8657,5.85
5916,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,DF,DC,John Stones,8657,5.6475
5923,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,DF,DC,Phil Jones,8657,5.78
5925,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,FW,FW,Harry Kane,8657,5.82
5931,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,FW,FW,Raheem Sterling,8657,5.7225
5937,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,GK,GK,Jordan Pickford,8657,5.45
5944,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,MF,DMC,Eric Dier,8657,5.7825
5949,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,MF,MC,Fabian Delph,8657,5.845
5953,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,MF,MC,Ruben Loftus-Cheek,8657,5.8525
5957,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,MF,ML,Danny Rose,8657,6.005
5962,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,MF,MR,Kieran Trippier,8657,6.2275
5968,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,Sub,Sub,Bamidele Alli,8657,6.01
5973,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,Sub,Sub,Jesse Lingard,8657,5.359999999999999
5979,World Cup 2018,2018-07-14,"Belgium - England, 2 - 0",England,Sub,Sub,Marcus Rashford,8657,6.0566666666666675
5985,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,DF,DC,Dejan Lovren,8658,5.452500000000001
5991,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,DF,DC,Domagoj Vida,8658,5.52
5996,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,DF,DL,Ivan Strinić,8658,5.4325
6001,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,DF,DR,Šime Vrsaljko,8658,5.375
6006,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,FW,FW,Mario Mandžukić,8658,5.9025
6011,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,GK,GK,Danijel Subašić,8658,4.84
6016,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,MF,DMC,Marcelo Brozović,8658,6.0175
6021,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,MF,MC,Ivan Rakitić,8658,5.76
6027,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,MF,MC,Luka Modrić,8658,6.025
6033,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,MF,ML,Ivan Perišić,8658,5.8225
6039,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,MF,MR,Ante Rebić,8658,5.54
6044,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,Sub,Sub,Andrej Kramarić,8658,6.175
6050,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",Croatia,Sub,Sub,Marko Pjaca,8658,6.05
6053,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,DF,DC,Raphaël Varane,8658,5.8375
6060,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,DF,DC,Samuel Yves Umtiti,8658,5.755
6066,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,DF,DL,Lucas Hernández Pi,8658,6.025
6073,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,DF,DR,Benjamin Pavard,8658,6.0649999999999995
6079,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,FW,FW,Antoine Griezmann,8658,5.9325
6086,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,FW,FW,Olivier Giroud,8658,5.9975000000000005
6093,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,GK,GK,Hugo Lloris,8658,5.365
6099,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,MF,MC,N''Golo Kanté,8658,5.33
6106,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,MF,MC,Paul Pogba,8658,6.5525
6112,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,MF,ML,Blaise Matuidi,8658,5.985
6117,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,MF,MR,Kylian Mbappé Lottin,8658,5.9350000000000005
6124,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,Sub,Sub,Corentin Tolisso,8658,6.055
6129,World Cup 2018,2018-07-15,"France - Croatia, 4 - 2",France,Sub,Sub,Nabil Fekir,8658,6.32
